riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs3741298-?	2E-15	-	NR	-	"2.861736 unit decrease"	[2.16-3.57]	ZPR1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	11:116786845	31217584	"Wojcik GL"
rs3764261-?	3E-10	-	NR	-	"2.372223 unit increase"	[1.63-3.11]	HERPUD1,CETP	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	16:56959412	31217584	"Wojcik GL"
rs3843482-?	2E-22	-	NR	-	"3.542334 unit increase"	[2.83-4.26]	HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	5:75343434	31217584	"Wojcik GL"
rs3846662-?	8E-14	-	NR	-	"2.800087 unit increase"	[2.07-3.53]	HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	5:75355259	31217584	"Wojcik GL"
rs3846663-?	8E-23	-	NR	-	"3.577517 unit increase"	[2.86-4.29]	HMGCR,CERT1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	5:75359901	31217584	"Wojcik GL"
rs3850634-?	2E-20	-	NR	-	"3.366296 unit decrease"	[2.65-4.08]	DOCK7	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	1:62584927	31217584	"Wojcik GL"
rs3902354-?	5E-20	-	NR	-	"3.744427 unit increase"	[2.94-4.54]	PSRC1,CELSR2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	1:109276674	31217584	"Wojcik GL"
rs4245791-?	2E-14	-	NR	-	"3.604997 unit decrease"	[2.68-4.53]	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	2:43847292	31217584	"Wojcik GL"
rs4297946-?	1E-7	-	NR	-	"1.961829 unit increase"	[1.24-2.69]	ZHX3,PLCG1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	20:41182635	31217584	"Wojcik GL"
rs4299376-?	3E-14	-	NR	-	"3.476715 unit decrease"	[2.58-4.37]	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	2:43845437	31217584	"Wojcik GL"
rs4665972-?	2E-22	-	NR	-	"3.9092 unit decrease"	[3.12-4.69]	SNX17	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	2:27375230	31217584	"Wojcik GL"
rs4804155-?	4E-15	-	NR	-	"3.191718 unit decrease"	[2.4-3.99]	DOCK6	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	19:11223619	31217584	"Wojcik GL"
rs4841132-?	1E-8	-	NR	-	"2.924063 unit increase"	[1.92-3.92]	PPP1R3B-DT	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	8:9326086	31217584	"Wojcik GL"
rs4953023-?	1E-6	-	NR	-	"3.129607 unit decrease"	[1.86-4.4]	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	2:43846861	31217584	"Wojcik GL"
rs7528419-?	5E-6	-	NR	-	"4.547 unit increase"	NR	CELSR2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011691	1:109274570	32902719	"Hebbar P"
rs562338-?	6E-7	-	NR	-	"5.006 unit decrease"	NR	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011691	2:21065449	32902719	"Hebbar P"
rs1708237-?	4E-7	-	NR	-	"5.052 unit decrease"	NR	TMCC1-DT,TRH	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011691	3:129952577	32902719	"Hebbar P"
rs4681582-?	1E-6	-	NR	-	"4.892 unit increase"	NR	LINC01213	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011691	3:150138329	32902719	"Hebbar P"
rs10635970-?	8E-7	-	NR	-	"4.927 unit increase"	NR	LPL,INTS10	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011691	8:19887529	32902719	"Hebbar P"
rs10974450-?	8E-7	-	NR	-	"4.946 unit increase"	NR	GLIS3	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011691	9:4311864	32902719	"Hebbar P"
rs192827957-?	5E-7	-	NR	-	"5.01 unit decrease"	NR	PLXDC2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011691	10:20126458	32902719	"Hebbar P"
rs60309576-?	6E-10	-	NR	-	"0.0427 unit decrease"	[0.029-0.056]	B4GALNT3	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	12:514259	33339817	"Nielsen JB"
rs2241212-?	2E-11	-	NR	-	"0.0264 unit decrease"	[0.019-0.034]	UBE3B	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	12:109501836	33339817	"Nielsen JB"
rs2243616-?	2E-16	-	NR	-	"0.0292 unit increase"	[0.022-0.036]	HNF1A-AS1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	12:120968567	33339817	"Nielsen JB"
rs10773112-?	6E-10	-	NR	-	"0.0244 unit decrease"	[0.017-0.032]	SCARB1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	12:124853983	33339817	"Nielsen JB"
chr13:55738505-?	8E-9	-	NR	-	"2.1495 unit decrease"	[1.42-2.88]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	-	33339817	"Nielsen JB"
chr14:52437710-?	3E-9	-	NR	-	"2.9369 unit increase"	[1.96-3.91]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	-	33339817	"Nielsen JB"
chr14:55042419-?	5E-9	-	NR	-	"2.7875 unit increase"	[1.85-3.72]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	-	33339817	"Nielsen JB"
rs1800588-?	1E-69	-	NR	-	"0.0643 unit decrease"	[0.057-0.071]	ALDH1A2,LIPC	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	15:58431476	33339817	"Nielsen JB"
rs56156922-?	3E-35	-	NR	-	"0.05 unit increase"	[0.042-0.058]	HERPUD1,CETP	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	16:56953457	33339817	"Nielsen JB"
rs77303550-?	1E-36	-	NR	-	"0.0574 unit increase"	[0.049-0.066]	DHODH,HP	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	16:72045758	33339817	"Nielsen JB"
rs2047596-?	1E-8	-	NR	-	"0.0202 unit decrease"	[0.013-0.027]	ZFPM1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	16:88484674	33339817	"Nielsen JB"
rs754165241-?	1E-26	-	NR	-	"0.5085 unit decrease"	[0.42-0.6]	ASGR1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	17:7176937	33339817	"Nielsen JB"
rs4264433-?	3E-14	-	NR	-	"0.0278 unit decrease"	[0.021-0.035]	KPNB1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	17:47659909	33339817	"Nielsen JB"
rs740516-?	1E-12	-	NR	-	"0.0286 unit decrease"	[0.021-0.036]	ABCA6	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	17:69086821	33339817	"Nielsen JB"
rs3786247-?	2E-29	-	NR	-	"0.0445 unit increase"	[0.037-0.052]	LIPG	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	18:49592553	33339817	"Nielsen JB"
rs145043195-?	6E-16	-	NR	-	"5.4257 unit decrease"	[4.11-6.74]	EVI5L,PRR36	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	19:7868087	33339817	"Nielsen JB"
rs8106503-?	3E-76	-	NR	-	"0.191 unit decrease"	[0.17-0.21]	SMARCA4,LDLR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	19:11086210	33339817	"Nielsen JB"
chr19:14609794-?	3E-14	-	NR	-	"1.1788 unit decrease"	[0.88-1.48]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	-	33339817	"Nielsen JB"
rs150641967-?	7E-32	-	NR	-	"0.1329 unit increase"	[0.11-0.16]	HAPLN4	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	19:19259532	33339817	"Nielsen JB"
rs7412-?	2E-465	-	NR	-	"0.3619 unit increase"	[0.35-0.38]	APOE	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	19:44908822	33339817	"Nielsen JB"
rs2280401-?	4E-10	-	NR	-	"0.0297 unit increase"	[0.02-0.039]	RPS11	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	19:49496752	33339817	"Nielsen JB"
rs2207132-?	3E-27	-	NR	-	"0.1677 unit decrease"	[0.14-0.2]	LINC01370,MAFB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	20:40513876	33339817	"Nielsen JB"
rs1800961-?	1E-13	-	NR	-	"0.0901 unit increase"	[0.066-0.114]	HNF4A	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	20:44413724	33339817	"Nielsen JB"
rs738408-?	1E-8	-	NR	-	"0.0207 unit increase"	[0.014-0.028]	PNPLA3	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	22:43928850	33339817	"Nielsen JB"
rs4719841-?	2E-9	-	NR	-	"0.0217 unit decrease"	[0.015-0.029]	MIR148A,NFE2L3	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	7:25957916	33339817	"Nielsen JB"
rs41279633-?	5E-12	-	NR	-	"0.0595 unit decrease"	[0.043-0.076]	NPC1L1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	7:44541277	33339817	"Nielsen JB"
rs62447171-?	1E-8	-	NR	-	"0.0206 unit decrease"	[0.014-0.028]	IKZF1,SPMIP7	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	7:50270294	33339817	"Nielsen JB"
chr7:78341454-?	2E-9	-	NR	-	"1.5683 unit decrease"	[1.06-2.08]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	-	33339817	"Nielsen JB"
rs4841132-?	2E-18	-	NR	-	"0.0794 unit increase"	[0.062-0.097]	PPP1R3B-DT	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	8:9326086	33339817	"Nielsen JB"
rs4921914-?	7E-12	-	NR	-	"0.0261 unit increase"	[0.019-0.034]	NAT2,PSD3	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	8:18414928	33339817	"Nielsen JB"
rs10107182-?	2E-18	-	NR	-	"0.0374 unit increase"	[0.029-0.046]	CYP7A1,UBXN2B	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	8:58480178	33339817	"Nielsen JB"
rs2737245-?	4E-13	-	NR	-	"0.0281 unit increase"	[0.02-0.036]	TRPS1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	8:115646356	33339817	"Nielsen JB"
rs2954021-?	2E-31	-	NR	-	"0.0402 unit decrease"	[0.034-0.047]	TRIB1AL	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	8:125469835	33339817	"Nielsen JB"
rs2575876-?	9E-51	-	NR	-	"0.0579 unit increase"	[0.05-0.066]	ABCA1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	9:104903458	33339817	"Nielsen JB"
chr9:133273983-?	6E-46	-	NR	-	"0.056 unit decrease"	[0.048-0.064]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	-	33339817	"Nielsen JB"
rs78295286-?	7E-9	-	NR	-	"0.0465 unit increase"	[0.031-0.062]	OIT3	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	10:72905766	33339817	"Nielsen JB"
rs140962577-?	8E-9	-	NR	-	"0.5193 unit increase"	[0.34-0.7]	CYP2C8,PAWRP1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	10:95172943	33339817	"Nielsen JB"
rs1807800-?	1E-14	-	NR	-	"0.031 unit decrease"	[0.023-0.039]	GPAM	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	10:112153794	33339817	"Nielsen JB"
rs11549407-?	5E-23	-	NR	-	"0.48 unit decrease"	[0.39-0.57]	HBB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	11:5226774	33339817	"Nielsen JB"
chr11:8817025-?	4E-8	-	NR	-	"1.3691 unit increase"	[0.88-1.86]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	-	33339817	"Nielsen JB"
rs114350711-?	4E-8	-	NR	-	"1.2099 unit increase"	[0.78-1.64]	SBF2,ADM-DT	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	11:10296195	33339817	"Nielsen JB"
rs11024743-?	1E-8	-	NR	-	"0.0203 unit increase"	[0.013-0.027]	SPTY2D1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	11:18632165	33339817	"Nielsen JB"
rs99780-?	5E-25	-	NR	-	"0.0365 unit increase"	[0.03-0.043]	FADS2,FADS1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	11:61829161	33339817	"Nielsen JB"
rs398017699-?	3E-27	-	NR	-	"0.1043 unit increase"	[0.085-0.123]	BUD13	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	11:116752498	33339817	"Nielsen JB"
rs141200184-?	1E-9	-	NR	-	"0.0592 unit decrease"	[0.04-0.078]	ST3GAL4	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	11:126371958	33339817	"Nielsen JB"
rs116303320-?	5E-13	-	NR	-	"0.0603 unit decrease"	[0.044-0.077]	MTCO3P1,HLA-DQB1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	6:32697014	33339817	"Nielsen JB"
rs11963911-?	3E-8	-	NR	-	"0.0199 unit decrease"	[0.013-0.027]	ASCC3	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	6:100860545	33339817	"Nielsen JB"
rs74617384-?	4E-24	-	NR	-	"0.1337 unit increase"	[0.11-0.16]	LPA	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	6:160576086	33339817	"Nielsen JB"
rs55696093-?	8E-10	-	NR	-	"0.0232 unit increase"	[0.016-0.031]	DNAH11	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	7:21566355	33339817	"Nielsen JB"
rs8102280-?	3E-13	-	NR	-	"7.044314 unit decrease"	[5.15-8.93]	MAU2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	19:19344941	31217584	"Wojcik GL"
rs8106922-?	2E-8	-	NR	-	"2.052839 unit increase"	[1.33-2.77]	TOMM40	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	19:44898409	31217584	"Wojcik GL"
rs9282541-?	3E-7	-	NR	-	"5.550826 unit decrease"	[3.42-7.68]	ABCA1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	9:104858554	31217584	"Wojcik GL"
rs934198-?	3E-19	-	NR	-	"3.75396 unit increase"	[2.93-4.57]	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	2:21055901	31217584	"Wojcik GL"
rs9411489-?	4E-15	-	NR	-	"3.740376 unit increase"	[2.81-4.67]	Y_RNA,ABO	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	9:133279427	31217584	"Wojcik GL"
rs964184-?	9E-17	-	NR	-	"3.360398 unit decrease"	[2.57-4.15]	ZPR1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	11:116778201	31217584	"Wojcik GL"
rs984976-?	2E-10	-	NR	-	"2.391796 unit increase"	[1.65-3.13]	ANKDD1B	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	5:75615045	31217584	"Wojcik GL"
rs9987289-?	3E-7	-	NR	-	"2.423919 unit increase"	[1.49-3.36]	PPP1R3B-DT	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	8:9325848	31217584	"Wojcik GL"
rs9988450-?	1E-12	-	NR	-	"2.503511 unit decrease"	[1.81-3.2]	DOCK7	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	1:62458777	31217584	"Wojcik GL"
rs73729087-?	2E-6	(AA)	NR	-	"5.072537 unit decrease"	[2.99-7.15]	CREB3L2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	7:137877922	31217584	"Wojcik GL"
rs7200153-?	3E-7	(AA)	NR	-	"4.971251 unit increase"	[3.08-6.87]	PMFBP1,LINC01572	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	16:72182890	31217584	"Wojcik GL"
rs17248840-?	5E-8	(AA)	NR	-	"4.69805 unit increase"	[3-6.39]	LDLR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	19:11114669	31217584	"Wojcik GL"
rs738408-?	3E-7	(Hispanic/Latino)	NR	-	"2.469396 unit decrease"	[1.52-3.42]	PNPLA3	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST008045	22:43928850	31217584	"Wojcik GL"
rs114165349-?	2E-8	-	NR	-	"0.0995 unit decrease"	[0.065-0.134]	ARID1A	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	1:26695422	33339817	"Nielsen JB"
rs11591147-?	2E-59	-	NR	-	"0.4533 unit increase"	[0.4-0.51]	PCSK9	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	1:55039974	33339817	"Nielsen JB"
rs10889333-?	6E-31	-	NR	-	"0.0522 unit increase"	[0.043-0.061]	DOCK7	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	1:62491359	33339817	"Nielsen JB"
rs4000736-?	2E-9	-	NR	-	"0.032 unit increase"	[0.022-0.042]	EVI5,GFI1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	1:92501859	33339817	"Nielsen JB"
rs7528419-?	3E-77	-	NR	-	"0.1017 unit decrease"	[0.091-0.112]	CELSR2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	1:109274570	33339817	"Nielsen JB"
rs2642438-?	7E-10	-	NR	-	"0.0266 unit increase"	[0.018-0.035]	MTARC1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	1:220796686	33339817	"Nielsen JB"
rs553427-?	7E-24	-	NR	-	"0.0377 unit decrease"	[0.03-0.045]	LINC00184,LINC01132	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	1:234717013	33339817	"Nielsen JB"
chr2:18298301-?	3E-12	-	NR	-	"2.7061 unit decrease"	[1.95-3.47]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	-	33339817	"Nielsen JB"
rs1367117-?	1E-49	-	NR	-	"0.074 unit decrease"	[0.064-0.084]	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	2:21041028	33339817	"Nielsen JB"
rs774254956-?	5E-12	-	NR	-	"2.0168 unit decrease"	[1.45-2.59]	ITSN2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	2:24346372	33339817	"Nielsen JB"
rs1260326-?	2E-25	-	NR	-	"0.0366 unit decrease"	[0.03-0.043]	GCKR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	2:27508073	33339817	"Nielsen JB"
chr2:30145153-?	4E-9	-	NR	-	"2.3048 unit decrease"	[1.53-3.07]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	-	33339817	"Nielsen JB"
chr2:33032836-?	3E-8	-	NR	-	"2.1668 unit decrease"	[1.4-2.93]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	-	33339817	"Nielsen JB"
rs4299376-?	3E-41	-	NR	-	"0.0952 unit increase"	[0.081-0.109]	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	2:43845437	33339817	"Nielsen JB"
rs6713090-?	3E-11	-	NR	-	"0.0284 unit decrease"	[0.02-0.037]	EHBP1,RSL24D1P2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	2:62650251	33339817	"Nielsen JB"
rs10164853-?	5E-9	-	NR	-	"0.0304 unit decrease"	[0.02-0.041]	ACVR1C	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	2:157625480	33339817	"Nielsen JB"
rs13116176-?	2E-11	-	NR	-	"0.0237 unit increase"	[0.017-0.031]	RGS12	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	4:3434861	33339817	"Nielsen JB"
rs1919903-?	6E-9	-	NR	-	"0.0273 unit increase"	[0.018-0.037]	TMPRSS11E	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	4:68453974	33339817	"Nielsen JB"
rs12916-?	4E-56	-	NR	-	"0.0545 unit increase"	[0.048-0.061]	CERT1,HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	5:75360714	33339817	"Nielsen JB"
rs6874202-?	3E-23	-	NR	-	"0.0437 unit increase"	[0.035-0.052]	TIMD4,HAVCR1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST011346	5:156964617	33339817	"Nielsen JB"
rs181372486-A	5E-8	-	0.0181284	-	"0.341622 unit increase"	[0.22-0.46]	CXCL1,HNRNPA1P55	"Cholesterol levels"	"total cholesterol measurement"	-	GCST90277257	4:73928089	37907536	"Ottensmann L"
rs118068660-T	1E-8	-	0.0946153	-	"0.161378 unit decrease"	[0.11-0.22]	LDLR,SMARCA4	"Cholesterol levels"	"total cholesterol measurement"	-	GCST90277257	19:11079868	37907536	"Ottensmann L"
rs62075782-C	1E-10	-	0.230486	-	"0.0130264 unit decrease"	[0.0097-0.0163]	STAT3	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239676	17:42384786	34887591	"Graham SE"
rs72836561-T	9E-15	-	0.0302268	-	"0.0363679 unit decrease"	[0.029-0.044]	CD300LG	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239676	17:43848758	34887591	"Graham SE"
rs197923-C	9E-9	-	0.347693	-	"0.00965816 unit increase"	[0.0069-0.0124]	GOSR2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239676	17:46931376	34887591	"Graham SE"
rs11869730-A	6E-53	-	0.501237	-	"0.0256514 unit decrease"	[0.023-0.028]	NPEPPS	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239676	17:47537397	34887591	"Graham SE"
rs7212325-T	1E-13	-	0.312949	-	"0.0128502 unit decrease"	[0.01-0.016]	SKAP1,Y_RNA	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239676	17:48435026	34887591	"Graham SE"
rs11591147-T	9E-31	-	0.00810973	-	"0.426811 unit decrease"	[0.36-0.5]	PCSK9	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	1:55039974	34887591	"Graham SE"
rs34483103-A	3E-29	-	0.36138	-	"0.0793735 unit decrease"	[0.066-0.093]	ANGPTL3,DOCK7	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	1:62604867	34887591	"Graham SE"
rs660240-C	4E-80	-	0.787602	-	"0.153403 unit increase"	[0.14-0.17]	CELSR2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	1:109275216	34887591	"Graham SE"
rs907868-T	3E-9	-	0.494444	-	"0.0396177 unit decrease"	[0.027-0.052]	RPS16P2,RN7SL140P	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	2:20171406	34887591	"Graham SE"
rs138905573-C	1E-35	-	0.82357	-	"0.110226 unit increase"	[0.093-0.127]	TDRD15,NUTF2P8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	2:21190412	34887591	"Graham SE"
rs1260326-C	9E-32	-	0.660667	-	"0.0831059 unit decrease"	[0.069-0.097]	GCKR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	2:27508073	34887591	"Graham SE"
rs4245791-T	3E-17	-	0.803902	-	"0.0711847 unit decrease"	[0.055-0.087]	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	2:43847292	34887591	"Graham SE"
rs12916-C	2E-24	-	0.387847	-	"0.0697323 unit increase"	[0.057-0.083]	CERT1,HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	5:75360714	34887591	"Graham SE"
rs73810357-C	5E-8	-	0.460695	-	"0.0469342 unit increase"	[0.03-0.064]	SGCD	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	5:155945517	34887591	"Graham SE"
rs1393207-A	8E-11	-	0.743023	-	"0.058138 unit increase"	[0.041-0.075]	TIMD4,HAVCR1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	5:156970529	34887591	"Graham SE"
rs34531599-T	5E-9	-	0.105115	-	"0.0655886 unit increase"	[0.044-0.087]	MTCO3P1,HLA-DQB1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	6:32696201	34887591	"Graham SE"
rs58458113-T	7E-15	-	0.279913	-	"0.0583355 unit decrease"	[0.044-0.073]	IGF2R	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	6:160111303	34887591	"Graham SE"
rs2315065-A	3E-8	-	0.0331183	-	"0.108791 unit increase"	[0.071-0.147]	PLG,LPA	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	6:160687112	34887591	"Graham SE"
rs2126263-A	3E-15	-	0.783748	-	"0.065867 unit increase"	[0.05-0.082]	PPP1R3B-DT	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	8:9324101	34887591	"Graham SE"
rs6982502-T	2E-27	-	0.501405	-	"0.0733819 unit decrease"	[0.06-0.086]	TRIB1AL	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	8:125467120	34887591	"Graham SE"
rs9282541-A	1E-18	-	0.0493874	-	"0.150875 unit decrease"	[0.12-0.18]	ABCA1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	9:104858554	34887591	"Graham SE"
rs507666-A	4E-24	-	0.141408	-	"0.0969427 unit increase"	[0.079-0.115]	ABO	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	9:133273983	34887591	"Graham SE"
rs398017699-T	4E-32	-	0.677464	-	"0.0965316 unit decrease"	[0.081-0.112]	BUD13	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	11:116752498	34887591	"Graham SE"
rs597808-G	5E-8	-	0.72634	-	"0.0424333 unit increase"	[0.027-0.057]	ATXN2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	12:111535554	34887591	"Graham SE"
rs2649999-C	1E-8	-	0.651438	-	"0.0418594 unit decrease"	[0.028-0.056]	HNF1A-AS1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90239677	12:120942741	34887591	"Graham SE"
rs7528419-A	1E-8	-	0.801	-	"0.135 unit increase"	[0.088-0.182]	CELSR2	"Cholesterol levels"	"total cholesterol measurement"	-	GCST90296594	1:109274570	37821706	"Sohail M"
rs57502215-G	1E-8	-	0.789	-	"0.135 unit increase"	[0.088-0.182]	HERPUD1	"Cholesterol levels"	"total cholesterol measurement"	-	GCST90296594	16:56938507	37821706	"Sohail M"
rs56228609-C	4E-8	-	0.673	-	"0.11 unit decrease"	[0.071-0.149]	HERPUD1,CETP	"Cholesterol levels"	"total cholesterol measurement"	-	GCST90296594	16:56953853	37821706	"Sohail M"
rs118146573-G	6E-9	-	0.854	-	"0.155 unit increase"	[0.1-0.21]	CETP	"Cholesterol levels"	"total cholesterol measurement"	-	GCST90296594	16:56967026	37821706	"Sohail M"
rs192936921-?	6E-6	-	NR	-	"2.202 unit increase"	[1.26-3.14]	MICAL2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90502804	11:12278616	38371897	"Gao Z"
rs151193009-T	1E-73	-	NR	-	"0.3697 unit decrease"	[0.33-0.41]	PCSK9	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	1:55043912	39702642	"Flanagan J"
